y,x
0.0,0.0
0.06645255535840988,0.06711460649967194
0.3848426342010498,0.39699992537498474
0.9679974317550659,1.009197473526001
1.7890443801879883,1.8748435974121094
2.753513813018799,2.9664950370788574
3.7936365604400635,4.288836479187012
4.845139026641846,5.799652576446533
5.797811508178711,7.482781887054443
6.617042541503906,9.136585235595703
7.196347713470459,10.828824043273926
7.503046035766602,12.539981842041016
7.53724479675293,14.481878280639648
7.331474781036377,16.629961013793945
6.8788228034973145,18.9373836517334
6.211496353149414,21.379615783691406
5.401638031005859,23.92209243774414
4.491896152496338,26.366252899169922
3.415602445602417,28.686208724975586
2.1473193168640137,31.07264518737793
0.6594298481941223,33.64902877807617
-0.9984585642814636,36.225154876708984
-2.88041353225708,39.000022888183594
-4.5580244064331055,41.80345153808594
-5.956797122955322,44.64240646362305
-7.093943119049072,47.3885498046875
-7.952528476715088,50.04710388183594
-8.515645980834961,52.51611328125
-8.77980899810791,54.78708267211914
-8.762374877929688,57.18107604980469
-8.49901294708252,59.675872802734375
-8.011935234069824,62.092281341552734
-7.329475402832031,64.28158569335938
-6.562924861907959,66.24137115478516
-5.819169521331787,67.92054748535156
-4.943168640136719,69.41656494140625
-4.342685222625732,71.03074645996094
-3.8845369815826416,72.71055603027344
-3.1793150901794434,74.20263671875
-2.2228877544403076,75.72210693359375
-1.1194010972976685,77.04222106933594
-0.04124931991100311,78.30005645751953
1.2471950054168701,79.28187561035156
2.496114730834961,80.1519775390625
3.5399718284606934,81.14788818359375
4.729124546051025,81.98948669433594
5.721334934234619,82.80315399169922
6.46032190322876,83.57654571533203
7.088672161102295,84.37761688232422
7.838695049285889,85.04750061035156
8.347325325012207,85.83314514160156
8.695001602172852,86.45478820800781
9.017972946166992,87.22972106933594
9.17827033996582,88.1964111328125
9.566727638244629,89.06548309326172
10.19837474822998,89.83025360107422
11.037415504455566,90.76184844970703
11.759559631347656,91.47220611572266
12.176616668701172,92.16277313232422
12.462465286254883,92.85607147216797
12.874865531921387,93.46884155273438
13.026789665222168,94.21436309814453
13.03477668762207,94.92684936523438
13.168695449829102,95.81814575195312
13.32774829864502,96.94479370117188
13.58768081665039,98.28389739990234
13.740830421447754,99.75643157958984
14.033629417419434,101.0994873046875
14.247759819030762,102.64836883544922
14.632033348083496,104.44013214111328
15.161103248596191,106.42964172363281
15.91988754272461,108.60163879394531
16.710206985473633,111.00274658203125
17.368215560913086,113.51986694335938
18.08267593383789,115.9948501586914
18.50840187072754,118.55166625976562
18.80194854736328,120.84842681884766
19.177181243896484,123.01172637939453
19.235149383544922,125.27581787109375
19.1331787109375,127.27935028076172
18.997812271118164,128.9998016357422
18.553171157836914,130.54945373535156
17.86067008972168,132.03128051757812
16.940658569335938,133.2725067138672
15.776596069335938,134.2435302734375
14.367298126220703,134.94528198242188
12.912964820861816,135.3598175048828
11.725564956665039,135.59991455078125
10.658884048461914,135.8918914794922
9.456510543823242,136.11891174316406
8.348456382751465,136.2290496826172
7.151232719421387,136.53143310546875
5.832662582397461,136.8050994873047
4.5263447761535645,136.99380493164062
3.480639934539795,137.3490753173828
2.348092794418335,137.79119873046875
1.2293221950531006,138.45448303222656
0.15025465190410614,139.3035888671875
-1.0363755226135254,140.26597595214844
-2.1442136764526367,141.21142578125
-3.117037773132324,142.22312927246094
-4.040213584899902,143.45724487304688
-5.019933223724365,145.01785278320312
-6.016645908355713,146.59703063964844
-6.725053787231445,148.0644073486328
-7.191928863525391,149.3973388671875
-7.38360595703125,150.98422241210938
-7.323577880859375,152.82423400878906
-6.979703426361084,154.80003356933594
-6.410097599029541,156.65379333496094
-5.611987113952637,158.2793731689453
-4.5953240394592285,159.6309356689453
-3.4386720657348633,160.6854705810547
-2.3250300884246826,161.4459686279297
