y,x
0.0,0.0
0.05566349998116493,0.0678175762295723
0.27643805742263794,0.35827532410621643
0.6541131734848022,0.9139589071273804
1.1480752229690552,1.6949427127838135
1.6964272260665894,2.6818323135375977
2.211665630340576,3.8771626949310303
2.692800283432007,5.262526035308838
3.1711738109588623,6.873940467834473
3.5229685306549072,8.661293029785156
3.741685152053833,10.667155265808105
3.8343560695648193,12.868121147155762
3.727973222732544,15.27436637878418
3.4274685382843018,17.829086303710938
2.9571690559387207,20.455169677734375
2.3765861988067627,23.04828643798828
1.6849302053451538,25.662553787231445
0.9834368824958801,28.299814224243164
0.4632164537906647,30.787534713745117
0.11455611139535904,33.23571014404297
-0.035304002463817596,35.44741439819336
0.022201567888259888,37.43400955200195
0.2944414019584656,39.17947769165039
0.7627699375152588,40.69368362426758
1.3735849857330322,41.99815368652344
2.054521083831787,43.18320083618164
2.7491846084594727,44.367855072021484
3.147524118423462,44.896793365478516
3.1551926136016846,44.91516876220703
3.87926136045156,47.01244156474121
3.8156489456132312,49.15648943214412
